1,0.0,0.5,0.0,0.19437377,-0.13600434,0,-111.80339887498948,-111.80339887498948
2,0.19437377,0.36399567,0.0,0.11977194,-0.13989131,0,-88.40398569489463,-200.2073845698841
3,0.3141457,0.22410436,0.0,0.19510135,-0.17826451,0,-72.15392335975825,-272.3613079296424
4,0.50924706,0.045839846,0.0,0.19176368,-0.034744944,0,-49.28891712207641,-321.6502250517188
5,0.70101076,0.011094902,0.0,0.19332759,-0.112856805,0,-29.919502051340075,-351.5697271030589
6,0.89433837,-0.10176191,0.0,0.16691333,0.04682914,0,-14.669650974984219,-366.23937807804305
7,1.0612516,-0.054932766,0.0,0.13627611,-0.065774776,0,-8.227619452319697,-374.46699753036273
8,1.1975278,-0.12070754,0.0,-0.03291262,0.16272871,0,-23.14898033503409,-397.61597786539687
9,1.1646152,0.04202117,0.0,-0.1456531,-0.09468284,0,-16.989387206145,-414.6053650715419
10,1.018962,-0.052661672,0.0,0.054190326,0.17919771,0,-5.597151185201686,-420.2025162567436
11,0.0,0.5,0.31415927,0.06706561,-0.15215674,0,-97.00428070981376,-517.2067969665574
12,0.06706561,0.34784326,0.31415927,0.17936122,0.13794482,0,-88.48431725206699,-605.6911142186243
13,0.24642684,0.48578808,0.31415927,0.1725011,-0.049900204,0,-72.64647500414674,-678.337589222771
14,0.41892794,0.43588787,0.31415927,0.16506314,0.18603298,0,-54.7043935305215,-733.0419827532926
15,0.58399105,0.6219208,0.31415927,0.17327115,0.0027297959,0,-48.23337795746642,-781.2753607107591
16,0.75726223,0.6246506,0.31415927,0.17658882,-0.155541,0,-37.03792663076101,-818.3132873415201
17,0.93385106,0.4691096,0.31415927,0.09026944,0.15651543,0,-16.101449164746942,-834.414736506267
18,1.0241205,0.625625,0.31415927,0.16405812,-0.12946062,0,-32.49291738710089,-866.9076538933679
19,1.1881785,0.49616438,0.31415927,-0.19004814,-0.029760132,0,-30.20777780175745,-897.1154316951253
20,0.9981304,0.46640426,0.31415927,-0.14395568,0.031969354,0,-16.427627662731105,-913.5430593578564
21,0.0,0.5,0.62831855,0.15665528,0.04146742,0,-81.37657891123791,-994.9196382690942
22,0.15665528,0.5414674,0.62831855,0.19865565,0.13913119,0,-65.40039409853338,-1060.3200323676276
23,0.35531092,0.6805986,0.62831855,0.11087351,-0.08916848,0,-46.31020776464076,-1106.6302401322682
24,0.46618444,0.5914301,0.62831855,0.13688248,0.17181414,0,-34.28519403650754,-1140.9154341687758
25,0.6030669,0.7632443,0.62831855,0.07624919,0.028672917,0,-27.055739920596196,-1167.971174089372
26,0.6793161,0.7919172,0.62831855,0.04824099,0.06919368,0,-24.185156745774368,-1192.1563308351463
27,0.72755706,0.86111087,0.62831855,0.06362875,0.1432714,0,-28.520627171651824,-1220.676958006798
28,0.7911858,1.0043823,0.62831855,-0.014318402,-0.03287817,0,-41.69784401872085,-1262.3748020255189
29,0.7768674,0.9715041,0.62831855,0.05102136,0.07569052,0,-38.50633092046329,-1300.8811329459822
30,0.8278887,1.0471946,0.62831855,-0.15780805,0.07475515,0,-45.979680129123665,-1346.8608130751059
